2010-06-20 12:10:49|1277028649|0
2010-06-20 12:11:54|1277028714|0
2010-06-20 12:13:43|1277028823|0
2010-06-21 12:00:26|1277114426|1
2010-06-22 12:01:00|1277200860|1
2010-06-24 12:00:33|1277373633|1
2010-06-26 12:00:40|1277546440|1
2010-06-28 12:00:29|1277719229|1
2010-06-29 12:01:18|1277805678|1
2010-07-01 12:00:41|1277978441|1
2010-07-03 12:00:40|1278151240|1
2010-07-05 12:00:31|1278324031|1
2010-07-06 12:00:39|1278410439|1
2010-07-07 12:00:54|1278496854|1
2010-07-09 12:00:31|1278669631|1
2010-07-10 12:00:42|1278756042|1
2010-07-12 12:00:32|1278928832|1
2010-07-13 12:00:46|1279015246|1
2010-07-15 12:00:38|1279188038|1
2010-07-17 12:00:42|1279360842|1
2010-07-19 12:00:38|1279533638|1
2010-07-20 12:00:42|1279620042|1
2010-07-21 12:00:53|1279706453|1
2010-07-23 12:01:59|1279879319|1
2010-07-25 12:01:49|1280052109|1
2010-07-27 12:01:50|1280224910|1
2010-07-29 12:02:03|1280397723|1
2010-07-30 12:02:09|1280484129|1
2010-08-01 12:01:49|1280656909|1
2010-08-03 12:02:03|1280829723|1
2010-08-05 12:00:28|1281002428|1
2010-08-06 12:01:43|1281088903|1
2010-08-08 12:01:18|1281261678|1
2010-08-09 12:01:50|1281348110|1
2010-08-10 12:02:04|1281434524|1
2010-08-12 12:01:49|1281607309|1
2010-08-14 12:02:05|1281780125|1
2010-08-16 12:01:23|1281952883|1
2010-08-17 12:01:56|1282039316|1
2010-08-18 12:02:08|1282125728|1
2010-08-20 12:01:44|1282298504|1
2010-08-21 12:01:53|1282384913|1
2010-08-23 12:01:56|1282557716|1
2010-08-25 12:01:49|1282730509|1
2010-08-27 12:02:13|1282903333|1
2010-08-29 12:01:54|1283076114|1
2010-08-31 12:01:58|1283248918|1
2010-09-02 12:01:46|1283421706|1
2010-09-03 12:02:08|1283508128|1
2010-09-05 12:01:45|1283680905|1
2010-09-07 12:01:55|1283853715|1
2010-09-09 12:01:49|1284026509|1
2010-09-11 12:01:57|1284199317|1
2010-09-12 12:02:13|1284285733|1
2010-09-14 12:01:57|1284458517|1
2010-09-16 12:01:49|1284631309|1
2010-09-18 12:01:58|1284804118|1
2010-09-19 12:02:05|1284890525|1
2010-09-21 12:02:04|1285063324|1
2010-09-23 12:01:43|1285236103|1
2010-09-24 12:01:47|1285322507|1
2010-09-25 12:01:57|1285408917|1
2010-09-26 12:02:22|1285495342|1
2010-09-28 12:01:55|1285668115|1
2010-09-30 12:01:48|1285840908|1
2010-10-02 12:02:18|1286013738|1
2010-10-04 12:01:48|1286186508|1
2010-10-05 12:02:07|1286272927|1
2010-10-07 12:01:43|1286445703|1
2010-10-09 12:01:59|1286618519|1
2010-10-11 12:01:50|1286791310|1
2010-10-12 12:02:20|1286877740|1
2010-10-14 12:00:10|1287050410|1
2010-10-15 12:00:15|1287136815|1
